company_name,world_rank,headquarter,market cap(Billion USD),business_sector
FEDEX CORPORATION,237,USA,64.457,"Financial Services, Investments, Asset Management"
KKR & CO,238,USA,64.088,"Basic Materials, Chemicals, Industrial Gases"
AIR PRODUCTS AND CHEMICALS,239,USA,63.953,"Healthcare, Medical Equipment, HealthCare Products, Technology, Health Care Diagnostics"
SIEMENS HEALTHINEERS AG,240,Germany,63.671,"Financial Services, Banking Services, Asset Management, Insurance"
HDFC,241,India,63.664,"Financial Services, Banking Services, Wealth Management, Asset Management, Insurance"
STATE BANK OF INDIA,241,India,63.444,"Financial Services, Banking Services"
DBS GROUP HOLDINGS,242,Singapore,63.381,"Industries, Waste and Trash Management, Environmental Services, Utilities"
WASTE MANAGEMENT,243,USA,63.31,"Financial Services, Banking Services, Asset Management, Insurance"
BANCO SANTANDER,244,Spain,63.138,"Industries, Capital Goods, Construction Equipment, Electrical Products, Machinery Manufacturing"
ATLAS COPCO AB,245,Sweden,62.732,"Financial Services, Consulting Services, Business Services, Professional Services, Accounting and Auditing"
ERNST & YOUNG,245,UK,62.651,"Energy, Oil and Gas, Natural Gas Generation, Petroleum"
CANADIAN NATURAL RESOURCES,246,Canada,62.534,"Basic Materials, Mining, Metals, Copper Mining, Silver Mining"
SOUTHERN COPPER CORPORATION,247,Mexico,62.517,"Financial Services, Banking Services"
BANK OF MONTREAL,248,Canada,62.311,"Basic Materials, Chemicals"
SHIN-ETSU CHEMICAL,249,Japan,61.947,"Energy, Oil and Gas, Natural Gas Generation, Petroleum"
NOVATEK,250,Russia,61.867,"Financial Services, Insurance, Investments"
AON,250,USA,61.776,"Communication Services, Telecom, Internet Providers, Fixed Line Service, Mobile Services"
KDDI CORPORATION,251,Japan,61.721,"Financial Services, Consulting Services, Investments, Stock Markets, Trading, Capital Markets"
MOODY'S CORPORATION,252,USA,61.505,"Beverages, Non-Alcoholic Beverages"
NONGFU SPRING,253,China,61.335,"FMCG, Personal Care Products, Beauty and Personal Care, Cosmetics, Consumer Non Durables"
ESTEE LAUDER COMPANIES,254,USA,60.866,"Financial Services, Commodities Trading, Stock Markets, Trading, Capital Markets, Investments, Trading"
INTERCONTINENTAL EXCHANGE,255,USA,60.854,"Communication Services, Software and IT, Software Products, Consumer Services, Publishing"
RELX,256,UK,60.79,"Retail, Super Markets, Hypermarkets"
ALDI,256,Germany,60.612,"Automobile, Cars, Passenger Vehicles"
STELLANTIS N.V,257,Netherlands,60.552,"eCommerce, Internet or Mobile App Based Business, Retail, Consumer Services"
JD.COM,258,China,60.303,"Technology, Software and IT, Software Products, Technology Hardware and Instruments, Processors / Chips"
CADENCE DESIGN SYSTEMS,259,USA,59.748,"Financial Services, Banking Services"
THE SAUDI NATIONAL BANK,260,Saudi Arabia,59.732,"Travel and Transport, Tourism, Entertainment, Leisure"
ORIENTAL LAND,261,Japan,59.585,"Financial Services, Banking Services, Wealth Management, Asset Management"
FIRST REPUBLIC BANK,262,USA,59.547,"Communication Services, Telecom, Mobile Services, Fixed Line Service, Internet Providers"
BHARTI AIRTEL,263,India,59.222,"FMCG, Personal Care Products, Consumer Non Durables"
COLGATE-PALMOLIVE COMPANY,264,USA,59.113,"Financial Services, Banking Services"
SUMITOMO MITSUI FINANCIAL GROUP,265,Japan,58.876,"Basic Materials, Mining, Metals, Copper Mining, Gold Mining"
FREEPORT-MCMORAN,266,USA,58.8,"Financial Services, Investments, Asset Management"
INVESTOR AB (PUBL),267,Sweden,58.695,"Retail, eCommerce, Consumer Services"
TARGET CORPORATION,268,USA,58.492,"Industries, Courier, Logistics, Freight Transport"
DEUTSCHE POST AG,269,Germany,58.138,"Technology, Electronics, Processors / Chips, Technology Hardware and Instruments, Communications Equipment"
FOXCONN INDUSTRIAL INTERNET,270,China,57.99,"Basic Materials, Mining, Metals, Iron and Steel, Copper Mining"
VALE SA,271,Brazil,57.876,"Industries, Medical Equipment, Electronics, HealthCare Products, Chemicals"
3M COMPANY,272,USA,57.57,"eCommerce, Business Services, Internet or Mobile App Based Business, Retail"
MERCADOLIBRE,273,Argentina,57.522,"Technology, Software and IT, Software Products, Artificial Intelligence"
WORKDAY,274,USA,57.516,"Non-Alcoholic Beverages, Beverages, FMCG, Consumer Non Durables"
MONSTER BEVERAGE CORPORATION,275,USA,57.236,"Industries, Media, Advertising, Internet or Mobile App Based Business, Financial Services"
THOMSON REUTERS CORPORATION,276,Canada,56.977,"Technology, Communication Services"
WHATSAPP,276,USA,56.77,"Industries, Aerospace Products, Defense Products, Aeroplane, Weapons"
GENERAL DYNAMICS CORPORATION,277,USA,56.758,"Financial Services, Banking Services"
U.S. BANCORP,278,USA,56.687,"Hotels, Consumer Services"
MARRIOTT INTERNATIONAL,279,USA,56.658,"Technology, Software and IT, Software Products, Computers Hardware, Software and IT Infrastructure"
FORTINET,280,USA,56.638,"Communication Services, Telecom, Internet Providers, Fixed Line Service, Television Services"
CHARTER COMMUNICATIONS,281,USA,56.556,"Luxury Goods, Fashion and Luxury Goods"
CHANEL,281,"France, UK",56.544,"Financial Services, Banking Services"
BANK OF NOVA SCOTIA,282,Canada,55.893,"Communication Services, Telecom"
SAUDI TELECOM COMPANY (STC),283,Saudi Arabia,55.823,"Utilities, Energy, Gas Utilities, Electric Utilities, Electricity Generation"
UNIPER SE,284,Germany,55.36,"Industries, Electronics, Electrical Products, Air Conditioners, Refrigerators"
DAIKIN INDUSTRIES,285,Japan,55.078,"Financial Services, Banking Services"
NATIONAL AUSTRALIA BANK,286,Australia,55.031,"Automobile, Cars, Sports Vehicles, Capital Goods, Luxury Goods"
FERRARI,287,Italy,54.7,"Financial Services, Banking Services"
ITAU UNIBANCO HOLDING,288,Brazil,54.597,"Technology, Electrical Products, Refrigerators, Electronics, Home Furnishing"
MIDEA GROUP,289,China,54.374,"Financial Services, Stock Markets, Trading, Capital Markets, Trading"
LONDON STOCK EXCHANGE GROUP,290,UK,54.329,"Technology, Technology Hardware and Instruments, Software and IT, Software Products"
DASSAULT SYSTEMES,291,France,53.929,"Conglomerate, Energy, Metals, Food Products, Iron and Steel"
MITSUI & CO.,292,Japan,53.873,"Industries, Electronics, Engineering Products, Machinery Manufacturing, Automobile Parts"
HITACHI,293,Japan,53.05,"Technology, Electronics, Semiconductors, Sensors"
NXP SEMICONDUCTORS,294,Netherlands,53.01,"Industries, Trading, Imports / Exports Services, Conglomerate"
ITOCHU CORPORATION,295,Japan,52.981,"Energy, Oil and Gas, Oil Refining, Petrochemicals, Gas Utilities"
ENTERPRISE PRODUCTS PARTNERS,296,USA,52.894,"Technology, Digital Payment Solution Services, Software Products, Software and IT, Software and IT Infrastructure"
ADYEN,297,Netherlands,52.766,"Technology, Cloud Services, Software and IT"
SNOWFLAKE,298,USA,52.698,"Financial Services, Banking Services"
PT BANK RAKYAT INDONESIA (PERSERO) TBK,299,Indonesia,52.533,"Healthcare, Pharmaceutical, Chemicals, HealthCare Products"
BAYER,300,Germany,52.523,"Energy, Oil and Gas, Oil Refining, Petroleum, Petrochemicals"
MARATHON PETROLEUM CORPORATION,301,USA,52.486,"Beverages, Alcoholic Beverages, FMCG"
PERNOD RICARD,302,France,52.407,"Healthcare, Insurance, Healthcare Service, HealthCare Products"
HUMANA,303,USA,52.388,"Technology, Electronics, Semiconductors, Sensors, Security Systems and Solutions"
INFINEON TECHNOLOGIES AG,304,Germany,52.372,"Energy, Oil and Gas, Chemicals, Petrochemicals, Oil Refining"
PJSC LUKOIL,305,Russia,52.364,"Retail, Automobile Parts, Consumer Services, Automobile"
O'REILLY AUTOMOTIVE,305,USA,52.269,"Healthcare, Pharmaceutical, Medical Equipment, HealthCare Products"
DAIICHI SANKYO COMPANY,306,Japan,52.217,"Technology, Semiconductors, Electronics"
MARVELL TECHNOLOGY GROUP,307,Bermuda,52.161,"Energy, Oil and Gas, Chemicals, Petrochemicals, Petroleum"
OCCIDENTAL PETROLEUM CORPORATION,308,USA,52.132,"Industries, Internet or Mobile App Based Business, Consulting Services, Technology, Software and IT"
RECRUIT HOLDINGS,309,Japan,52.132,"FMCG, HealthCare Products, Consumer Non Durables, Consumer Goods"
RECKITT BENCKISER GROUP,310,UK,52.056,"Communication Services, Internet or Mobile App Based Business, Software and IT, Software Products, Artificial Intelligence"
BAIDU,311,China,51.989,"Healthcare, Pharmacy, Healthcare Service, Retail, Pharmaceutical"
MCKESSON CORPORATION,312,USA,51.437,"Financial Services, Insurance, Asset Management, Wealth Management"
BAJAJ FINANCE,313,India,51.415,"Asset Management, Investments"
BROOKFIELD CORPORATION,314,Canada,51.315,"Financial Services, Banking Services"
THE PNC FINANCIAL SERVICES GROUP,315,USA,51.263,"Industries, Railway, Rail Transport, Freight Transport, Railway Operating Company"
NORFOLK SOUTHERN CORPORATION,316,USA,51.135,"Automobile, Cars, Commercial Vehicles, Trucks, Vans"
FORD MOTOR COMPANY,317,USA,50.677,"Financial Services, Insurance"
MUNCHENER RUCKVERSICHERUNGS-GESELLSCHAFT,318,Germany,50.635,"Utilities, Energy, Electricity Generation, Power Generation, Nuclear Power"
EDF (ELECTRICITE DE FRANCE),319,France,50.516,"Automobile, Cars, Automobile Parts, Capital Goods, Passenger Vehicles"
GENERAL MOTORS COMPANY,320,USA,50.446,"Restaurants, Food Service, Retail, Consumer Services, Entertainment"
CHIPOTLE MEXICAN GRILL,321,USA,50.293,"Financial Services, Stock Markets, Trading, Capital Markets, Trading"
HONG KONG EXCHANGES AND CLEARING (HKEX),322,Hong Kong,49.956,"Financial Services, Banking Services"
INTESA SANPAOLO,323,Italy,49.918,"Financial Services, Banking Services"
BANK OF COMMUNICATIONS,324,China,49.647,"Industries, Engineering Products, Technology Hardware and Instruments, Electrical Products, Machinery Manufacturing"
ROPER TECHNOLOGIES,325,USA,49.633,"Communication Services, Electronics, Technology Hardware and Instruments, Video Games / Mobile Games / Tech Games / Casino Games, Technology"
NINTENDO,326,Japan,49.443,"Professional Services, Consulting Services, Business Services, Accounting and Auditing"
KPMG,326,"UK, Netherlands",49.247,"Healthcare, Electronics, Medical Equipment, HealthCare Products"
SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS,327,China,49.188,"Communication Services, Telecom, Software and IT"
SOFTBANK CORP.,328,Japan,48.916,"Financial Services, Banking Services"
ING GROUP,329,Netherlands,48.814,"Basic Materials, Chemicals, Scientific Research Products, Professional Services"
ECOLAB,330,USA,48.647,"Energy, Oil and Gas, Natural Gas Generation, Petroleum"
PIONEER NATURAL RESOURCES COMPANY,331,USA,48.619,"Industries, Engineering Products, Kitchen Appliances"
RATIONAL AG,332,Germany,48.418,"Financial Services, Banking Services, Asset Management, Wealth Management, Credit Cards"
WESTPAC BANKING CORPORATION,333,Australia,48.389,"Technology, Electronics, Cables and Wires, Electrical Products, Capital Goods"
AMPHENOL CORPORATION,333,USA,48.265,"Financial Services, Banking Services"
ANZ BANKING GROUP,334,Australia,48.186,"Industries, Electrical Products, Electronics, Energy, Industry Machinery"
EMERSON ELECTRIC COMPANY,335,USA,48.165,"Industries, Industry Machinery, Heavy Machinery"
OPEN JOINT STOCK COMPANY OMZ,335,Russia,48.058,"Banking Services, Financial Services"
FIRST ABU DHABI BANK,337,UAE,48.025,"Automobile, Bikes, Cars, Capital Goods, Passenger Vehicles"
HONDA MOTOR,337,Japan,48.011,"Healthcare, Medical Equipment, HealthCare Products"
EDWARDS LIFESCIENCES CORPORATION,338,USA,47.925,"Healthcare, Medical Equipment, HealthCare Products, Health Care Diagnostics"
DEXCOM,339,USA,47.917,"Industries, Capital Goods, Machinery Manufacturing, Metal Fabrication Products, Manufacturing"
PARKER-HANNIFIN CORPORATION,340,USA,47.91,"Industries, B2B Services, Business Services, Apparels and Accessories, Consumer Non Durables"
CINTAS CORPORATION,341,USA,47.619,"Technology, Semiconductors, Technology Hardware and Instruments, Electronics"
MICROCHIP TECHNOLOGY,342,USA,47.616,"Energy, Oil and Gas, Petroleum, Petrochemicals, Natural Gas Generation"
PHILLIPS 66,343,USA,47.471,"Electronics, Automobile, Electrical Products, Automobile Parts"
DENSO CORPORATION,344,Japan,47.4,"Beverages, Alcoholic Beverages"
LUZHOU LAOJIAO,345,China,47.244,"Technology, Electronics, Sensors, Semiconductors"
STMICROELECTRONICS,346,Switzerland,47.051,"Alcoholic Beverages, Beverages, Beer, Wine, FMCG"
CONSTELLATION BRANDS,347,USA,46.978,"Energy, Oil and Gas, Natural Gas Generation, Petroleum, Electricity Generation"
ENI S.P.A.,348,Italy,46.886,"Beverages, Alcoholic Beverages, Non-Alcoholic Beverages, Beer, FMCG"
AMBEV,349,Brazil,46.661,"Real Estate, Property Investments, Consumer Services, Investments"
PUBLIC STORAGE,350,USA,46.723,"Utilities, Gas Utilities, Electric Utilities, Oil and Gas"
NATIONAL GRID TRANSCO,351,UK,46.59,"Consumer Electronics, Heating Equipment, Air Conditioners, Electronics, Building Products and Equipment"
CARRIER GLOBAL,352,USA,46.589,"Retail, Convenience Stores"
ALIMENTATION COUCHE-TARD,353,Canada,46.578,"Food Service, Travel and Transport, Food Products, Consumer Services, Facility Support Services"
COMPASS GROUP,354,UK,46.419,"Technology, Technology Hardware and Instruments, Network Hardware and Software, Electronics, Software and IT"
MOTOROLA SOLUTIONS,355,USA,46.366,"Basic Materials, Chemicals, Fertilizers, Plastics / Plastic Products, Oil and Gas"
BASF SE,356,Germany,46.324,"Industries, Aircraft Parts, Aerospace Products, Electronics, Lighting Products"
TRANSDIGM GROUP,357,USA,46.222,"Energy, Oil and Gas, Natural Gas Generation"
WOODSIDE ENERGY GROUP,358,Australia,45.883,"Retail, Furniture, Home & Furniture"
IKEA,358,USA,45.869,"Technology, Electronics, Processors / Chips, PCB, Capital Goods"
HON HAI PRECISION INDUSTRY,359,Taiwan,45.757,"Financial Services, Banking Services, Asset Management, Insurance"
BANCO BILBAO VIZCAYA ARGENTARIA,360,Spain,45.616,"Insurance, Investments"
LIFE INSURANCE CORPORATION OF INDIA,361,India,45.555,"Food Products, Non-Alcoholic Beverages, Chocolate & Confectionery, Consumer Non Durables, Food and Beverage"
THE HERSHEY COMPANY,362,USA,45.455,"Healthcare, Pharmaceutical, HealthCare Products"
CHUGAI PHARMACEUTICAL,363,Japan,45.386,"Apparels and Accessories, Sports Goods, Readymade Clothing, Clothing, Consumer Non Durables"
LULULEMON ATHLETICA,364,Canada,45.342,"Basic Materials, Chemicals, Construction Materials, Adhesives"
SIKA AG,365,Switzerland,45.282,"Financial Services, Banking Services"
INDUSTRIAL BANK,366,China,45.281,"Industries, Utilities, Environmental Services, Waste and Trash Management"
REPUBLIC SERVICES,367,USA,45.271,"Financial Services, Insurance, Asset Management"
METLIFE,368,USA,45.234,"Healthcare, Pharmaceutical, HealthCare Products"
TAKEDA PHARMACEUTICAL COMPANY,369,Japan,45.083,"Beverages, Coffee, Non-Alcoholic Beverages"
KEURIG DR PEPPER,370,USA,44.989,"Industries, Building Automation, Electronics, Consumer Services, Automation"
JOHNSON CONTROLS INTERNATIONAL,371,USA,44.986,"Technology, Software and IT, Digital Payment Solution Services, Software Products, Software and IT Infrastructure"
BLOCK INC,372,USA,44.838,"Real Estate, Infrastructure, Cell Towers Infrastructure, Consumer Services, Property Investments"
CROWN CASTLE INTERNATIONAL CORPORATION,374,USA,44.773,"Food Products, Commodities Trading, Trading, FMCG, Agriculture Products"
ARCHER-DANIELS-MIDLAND COMPANY,375,USA,44.723,"Utilities, Electric Utilities, Gas Utilities, Oil and Gas"
SEMPRA ENERGY,376,USA,44.662,"Industries, Transportation, Freight Transport"
OLD DOMINION FREIGHT LINE,377,USA,44.644,"Energy, Oil and Gas, Petrochemicals, Lubricants, Fuels"
VALERO ENERGY CORPORATION,378,USA,44.636,"FMCG, HealthCare Products, Personal Care Products, Beauty and Personal Care"
KENVUE INC.,378,USA,44.616,"Real Estate, Property Investments, Commercial Properties, Consumer Services, Investments"
SIMON PROPERTY GROUP,379,USA,44.417,"Basic Materials, Mining, Metals, Gold Mining, Copper Mining"
ZIJIN MINING GROUP COMPANY,380,China,44.377,"Technology, Network Hardware and Software, Networking Products / Solutions, Software and IT, Electronics"
ARISTA NETWORKS,381,USA,44.216,"Financial Services, Asset Management, Investments"
APOLLO GLOBAL MANAGEMENT,382,USA,44.152,"Technology, Electronics, Cameras & Accessories, Network Hardware and Software, Networking Products / Solutions"
HANGZHOU HIKVISION DIGITAL TECHNOLOGY,383,China,44.106,"Financial Services, Insurance"
ARTHUR J. GALLAGHER,384,USA,44.057,"Entertainment, Leisure, Music, Media"
UNIVERSAL MUSIC GROUP N.V.,385,Netherlands,44.006,"Healthcare, HealthCare Products, Pharmaceutical, Animal Health Medicine, Animal Healthcare Companies"
IDEXX LABORATORIES,386,USA,43.973,"Industries, Automobile, Bus Manufacturing, Trucks, Commercial Vehicles"
